检查项,性质,业务编码,业务名称,说明,原始数据
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""急性冠脉综合征是一组由急性心肌缺血引起的临床综合征，主要包括不稳定型心绞痛（UA）、非ST段抬高型心肌梗死（NSTEMI）和ST段抬高型心肌梗死（STEMI），冠心病猝死是特殊类型ACS。临床上将急性心肌梗死（acutemyocardialinfarction，AMI）分为5型：1型是自发性AMI，即原发冠脉不稳定斑块发生破裂、糜烂或侵蚀继发血栓形成所致，最"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-DF9AE305773E7B86"", ""CARD-SKELETON-FULL-20260709-EVID-F567D86EA839F2E8""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心肌病（cardiomyopathy，CM）是一组病因和表型异质性高的心肌疾病，其心肌结构和/或功能异常无法以前/后负荷增加或心肌缺血等疾病来诠释。CM病因复杂，可为遗传性或获得性。遗传模式多为常染色体显性遗传，由编码心肌肌节、骨架和桥粒蛋白的基因突变分别导致以心肌肥厚、心腔扩张和心律失常为主要表型的心肌病。某些系统性疾病也与CM有表型重叠。CM的分类尚未统"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-10DB7A033FEFEC11"", ""CARD-SKELETON-FULL-20260709-EVID-8ECE48374C9EB749""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.症状主要有：①呼吸困难：多数为劳力性、亦可为静息性呼吸困难；②胸部闷痛：约1/3病人有劳力性胸闷痛；③心律失常：见于多数病人，但症状性心律失常主要是心房颤动（AF）、室性心动过速（VT）［包括持续性/非持续性（SVT/NSVT）］，甚至心室颤动（VF）；④心力衰竭（HF）：多见于中晚期病人，可有射血分数保留型心衰（HFpEF）或射血分数降低型心衰（HFr"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-B5C4CB2AFD47570A"", ""CARD-SKELETON-FULL-20260709-EVID-4A65127F70D9B962""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.心电图检查心电图（ECG）主要发现（图3-6-1）：QRS波高电压、ST段压低、T波倒置、异常q波、室内传导阻滞及心律失常。特征是：①固定性ST段压低及T波倒置而有别于心肌缺血的动态变化；②固定性深而对称的T波倒置，提示心尖肥厚；③深而不宽的病理q波，其出现导联与冠脉分布不符而有别于梗死Q波。图3-6-1肥厚型心肌病的心电图表现A.1例56岁男性左室流出"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-4ECABF547E79DE90"", ""CARD-SKELETON-FULL-20260709-EVID-E6CDAFA79D3E8D09""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""扩张型心肌病（dilatedcardiomyopathy，DCM）是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释。本病发病率为0.13‰～0.84‰，预后较差，确诊后5年和10年生存率分别约50%和25%。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-796E080AFBA9ABC6"", ""CARD-SKELETON-FULL-20260709-EVID-DACCCDF318427922""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.实验室检查抗心肌抗体检查可了解DCM是否与自身免疫有关。脑钠肽或N末端B型利钠肽原和心肌肌钙蛋白是心功能、疗效及预后评估的重要标志物。2.心电图无特异性，可见QRS波增宽、R波递增不良、异常q波、ST压低和T波倒置、束支及室内传导阻滞、各种快速型心律失常。3.胸部X线可见心影增大、肺淤血、肺水肿、胸腔积液等。4.超声心动图TTE是DCM首选的评估手段。主"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-6E0F1F51BAE4FA6B"", ""CARD-SKELETON-FULL-20260709-EVID-F9A5C0E42E74791D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""非扩张型左心室心肌病（non-dilatedleftventricularcardiomyopathy，NDLVC）是指在无左心室扩张情况下，左心室存在着非缺血性瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；这些心肌病变仅由负荷异常或心肌缺血无法解释。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-69B8474C1E07CAC7"", ""CARD-SKELETON-FULL-20260709-EVID-133435BCEA23C9AF""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.心电图检查本病某些心电特征可指示潜在遗传病因，如神经肌肉病变和结节病相关性NDLVC常有传导异常，DSP和PLN突变相关性NDLVC常见QRS波低电压。2.超声心动图表现为左室整体或局部收缩功能降低但心腔无明显扩大。3.心脏磁共振CMR-LGE检出的非缺血性心肌纤维或/和脂肪替代是主要诊断依据，纤维化分布模式是病因甄别的关键线索，纤维化程度有预后价值。4"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-A6B0C808434EDC8D"", ""CARD-SKELETON-FULL-20260709-EVID-3A24967AB0F2B3EA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.诊断标准"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-A47F1DE04856FD77"", ""CARD-SKELETON-FULL-20260709-EVID-364EE162E0E6E602""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""致心律失常性右心室心肌病（arrhythmogenicrightventricularcardiomyopathy，ARVC）是以进展性右心室心肌萎缩并被纤维或/和脂肪替代为特征的心肌疾病。本病发病率为0.2‰～1.0‰，男性易患，多在30岁左右发病，预后差。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-0256E3875E166788"", ""CARD-SKELETON-FULL-20260709-EVID-4008AAF88BED3850""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.心电图检查复极/除极异常、心律失常是诊断本病的重要指标。体表常规或信号平均心电图可见右胸导联T波倒置及Epsilon波。室性心律失常尤其是左束支传导阻滞型SVT/NSVT具有诊断和预后价值。2.经胸超声心动图/心脏磁共振TTE和CMR是评估本病心脏结构和功能的主要方法，特征性表现是右室壁运动减弱、反向运动或膨出，右室射血分数（RVEF）降低，CMR-LG"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-151329B4E392B74A"", ""CARD-SKELETON-FULL-20260709-EVID-086D09C4CAAB9F20""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.诊断依据对有右室扩大、左束支传导阻滞型VT者"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-E4B56AC84E2DD658"", ""CARD-SKELETON-FULL-20260709-EVID-1108DAC286CEFB8E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""限制型心肌病（restrictivecardiomyopathy，RCM）是一组以限制性心室充盈障碍为特征的混合性心肌病，其预后较差，5年生存期仅约30%。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BF90A46E47DC93D1"", ""CARD-SKELETON-FULL-20260709-EVID-34B86FC33248CF68""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.实验室检查原发病相关的实验室异常，如怀疑CA需做血清游离轻链及血尿免疫固定蛋白电泳以寻找浆细胞病的证据；脑钠肽（BNP）、N末端B型利钠肽原（NT-proBNP）和肌钙蛋白是评价CA严重程度的生物标志物，三者均与其预后相关。2.心电图检查可见QRS波低电压、异常q波、ST-T改变及各种心律失常，全导联低电压与影像学心肌肥厚不相称是CA较特殊表现。3.胸部"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-90C0DAA5F828804C"", ""CARD-SKELETON-FULL-20260709-EVID-F4B52F39C38389D6""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.诊断依据对以右心衰和心律失常为主、心房显著扩大者"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-EEE0280455164444"", ""CARD-SKELETON-FULL-20260709-EVID-B0A0F5086257F11C""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心肌炎（myocarditis）是指感染和非感染性心肌炎性疾病。感染性病原多为病毒，少数是细菌、真菌、立克次体、螺旋体、原虫等；非感染性病因包括理化、药物、过敏、免疫等。病毒性心肌炎（viralmyocarditis，VM）是嗜心肌病毒感染引起的心肌炎症损伤。本节重点介绍VM。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-552FCDE939105A61"", ""CARD-SKELETON-FULL-20260709-EVID-CE93866B11A7F876""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.实验室检查急性期白细胞计数增高、血沉增快、C反应蛋白升高，肌酸激酶同工酶及心肌肌钙蛋白增高，类似心肌梗死表现但持续时间更长。2.胸部X线检查可见心影扩大，有心包积液时可呈烧瓶样改变。3.心电图检查常见QRS波或ST-T波改变、各种心律失常，特别是室性心律失常和房室传导阻滞，偶见异常q波。合并急性心包炎可有aVR导联以外ST段广泛抬高。4.超声心动图轻症者"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-34E766AFFA9778AB"", ""CARD-SKELETON-FULL-20260709-EVID-0F1A96A6D8442C01""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""肿瘤病人罹患冠心病的风险增加，主要原因包括：①肿瘤与冠心病有共同的危险因素，如吸烟、肥胖、高血压、糖尿病等；②肿瘤细胞产生的促炎因子促进斑块形成；③肿瘤产生的促凝因子使血液处于高凝状态；④肿瘤治疗亦可通过不同作用机制诱发冠心病。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-4DD754792DE19CBC"", ""CARD-SKELETON-FULL-20260709-EVID-47BDE5168D863D31""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""上述药物诱发冠心病的主要机制包括冠脉内皮损伤、冠脉痉挛、急性血栓形成等"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-B148DD1922093E95"", ""CARD-SKELETON-FULL-20260709-EVID-DD3E890DA4EA8409""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""动脉粥样硬化性心血管疾病（ASCVD）是糖尿病病人最主要的大血管并发症，超过40%的糖尿病病人死于心血管疾病，尤其是ASCVD；在住院的冠心病病人中，合并已诊断和新诊断糖尿病的病人比例超过40%。血糖水平与冠心病发生风险呈正相关性。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-6DD4450E3AA2FE87"", ""CARD-SKELETON-FULL-20260709-EVID-3DC84943BE79DF78""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0E20D33B3C4F007F"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-1162776EBC9C670B""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-2AB402809BC225CB"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8CE42209820B054E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦性心动过速的治疗应针对病因和去除诱发因素"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-1F4EF4C931FCDB25"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-EF7A2FCE064B8688""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如治疗心力衰竭、纠正贫血、控制甲亢等"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-F28F6A5AD78E4402"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A3FAF5A1F4D6DCF2""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如上述药物无效或不能耐受"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B62B46D2F4B6A971"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3C4B5C122A495D48""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心电图表现为在较正常PP间期显著长的间期内无P波发生"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-975F16F7C127EDD3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-EC1B27FCBF6B05DF""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""下位的潜在起搏点"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-AA2A952DE3531F23"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D0DA13729AF00148""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""应用洋地黄类药物、乙酰胆碱等亦可引起窦性停搏"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-B239DBE3BA02D408"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D80AD959EFBDEC03""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""治疗可参照病态窦房结综合征"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-9370008C259EBF85"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5D48D3D9BD012A81""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦性心动过缓常同时伴有窦性心律不齐（不同PP间期的差异＞0.12秒）"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-C6DBB21EC3209BE5"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3E0E61E21C92AE39""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""以及应用拟胆碱药物、胺碘酮、β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄类等药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-6E8EDC1FC9CADBD6"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-3E5FCFF676039D44""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""无症状的窦性心动过缓通常无需治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-C45F0BE305E25909"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A544CA7C1D2D2F2C""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""可应用阿托品或异丙肾上腺素等药物"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-C58F615FCD6523F8"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-F1F482D4FEC62BCC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""故应考虑心脏起搏治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-59A077D30487F23A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-7A713F5B90A19AAC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""由于体表心电图不能显示窦房结电活动"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-BD75CF38881180B5"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-BBF619E1D8C55E77""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""因而通过体表心电图无法确定一度和三度窦房传导阻滞的诊断"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-8EEFF5D254EC50CC"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-793542BA979DF1EA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""窦房传导阻滞的病因及治疗参见病态窦房结综合征"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-1EFB167594862814"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8D75198BD1F97DC5""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""造影正常血管或粥样硬化病变部位均可发生痉挛"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-149A0A724B4CC89A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D16ED606227EE092""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""则临床表现为静息性心绞痛伴心电图一过性ST段抬高"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-AB006E21B629E5DC"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-CDB8DE16FD0886EB""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""因静息性发作与稳定型心绞痛不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-86CAC94C7F3858FD"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C9D99EE00264C0DA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""因ST段抬高与稳定型心绞痛、UA和NSTEMI不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-ADEF62E74B483FAB"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-98297366292D8F96""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""因ST段抬高呈一过性与STEMI不同"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-F68AF7B9166D9BBA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-A163ACDFF92E7237""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""因此可直接确立诊断（早先称为变异型心绞痛或Prinzmetal心绞痛）"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-32626C3974852CA9"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AFDECFA0B97DCFB9""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""但非闭塞性冠脉痉挛表现为ST段压低或T波改变"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-20F54061745AF3F2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-F8402D22A23F591F""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""此时就难以和一般的心绞痛相鉴别"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-32AB626C213EF67E"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5E8C27479842A1E7""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心电图和常规冠脉造影难以捕捉"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-800BA8722A1F6603"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-335151AF5CB6A5FA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""长程动态ECG有助于监测到症状发作时的ST段变化"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-BEAF616085D7173A"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C02DA0604FB8135A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""确诊常需行乙酰胆碱或麦角新碱激发试验"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-997B4F8890D27EA7"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-83EF6FC12C54D5C1""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室交界性期前收缩通常无需治疗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-83A2E129332C13E7"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-F231FC24668F3541""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如心房的电活动由窦房结或异位心房起搏点控制"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-0C32B1511DC78BB6"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-8B77E025BE3C7FD9""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""治疗主要针对基本病因"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-BACKFILL-EB4BE793EB38CA43"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-C158E91D862252E3""]}"
