大类,推荐编码,推荐名称,疾病编码,疾病名称,动作编码,动作名称,动作关系,主证据编码,主指南编码,主指南名称,推荐等级,证据等级,阻断原因
心律失常,REC-CDSS-VASCD-ARR-LQTS-04-01-FOLLOW,长QT间期综合征稳定期或治疗后，应按长QT间期综合征随访与复查方案、长QT间期综合征预后进行随访和复评。,DIS-CARD-ARR-LQTS,长QT间期综合征,FU-CARD-REQ-57220EA34AC5,长QT间期综合征随访与复查方案,recommends_action,EVD-FF93ED940C3A8AC56E8E-LQTS,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-NSVT-01-01-DIAG,疑似非持续性室性心动过速时，应结合非持续性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,DIS-CARD-ARR-NSVT,非持续性室性心动过速,DXC-CARD-REQ-C31462862B56,非持续性室性心动过速诊断标准,recommends_action,EVD-TB-529E398EB043DF2365D9-NSVT,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-NSVT-02-01-RISK,非持续性室性心动过速确诊或高度疑似后，应结合非持续性室性心动过速风险分层、低钾血症、冠心病、器质性心脏病、左心室射血分数降低等进行风险分层和高危因素识别。,DIS-CARD-ARR-NSVT,非持续性室性心动过速,RISK-CARD-73780F30E838,非持续性室性心动过速风险分层,recommends_action,EVD-FF93ED940C3A8AC56E8E-NSVT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-NSVT-03-01-TREAT,非持续性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、电复律除颤、非持续性室性心动过速治疗方案、利多卡因、胺碘酮等。,DIS-CARD-ARR-NSVT,非持续性室性心动过速,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-TB-529E398EB043DF2365D9-NSVT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-NSVT-04-01-FOLLOW,非持续性室性心动过速稳定期或治疗后，应按非持续性室性心动过速随访与复查方案、非持续性室性心动过速预后进行随访和复评。,DIS-CARD-ARR-NSVT,非持续性室性心动过速,FU-CARD-REQ-9FB8C3CF28CA,非持续性室性心动过速随访与复查方案,recommends_action,EVD-7BFDC32E4B67887A6330-NSVT,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,DIS-CARD-ARR-PVC,室性期前收缩,DXC-CARD-E67828C4B263,室性期前收缩诊断标准,recommends_action,EVD-B4DE2C162C37E9384DAC-PVC,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-PVC-02-01-RISK,室性期前收缩确诊或高度疑似后，应结合室性期前收缩风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,DIS-CARD-ARR-PVC,室性期前收缩,RISK-CARD-FC946E22ED9C,室性期前收缩风险分层,recommends_action,EVD-FF93ED940C3A8AC56E8E-PVC,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-PVC-03-01-TREAT,室性期前收缩治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、室性期前收缩治疗方案、射频消融治疗、β受体阻滞剂、利多卡因等。,DIS-CARD-ARR-PVC,室性期前收缩,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-FF93ED940C3A8AC56E8E-PVC,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-PVC-04-01-FOLLOW,室性期前收缩稳定期或治疗后，应按室性期前收缩随访方案、室性期前收缩预后进行随访和复评。,DIS-CARD-ARR-PVC,室性期前收缩,FU-CARD-9EE0B12A0727,室性期前收缩随访方案,recommends_action,EVD-42C822B611D2377A5293-PVC,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-SQTS-01-01-DIAG,疑似短QT间期综合征时，应结合短QT间期综合征诊断标准、冠状动脉造影、基因检测、心电图、心脏磁共振成像进行诊断确认和必要鉴别。,DIS-CARD-ARR-SQTS,短QT间期综合征,DXC-CARD-REQ-F5E5DC1892EC,短QT间期综合征诊断标准,recommends_action,EVD-FF93ED940C3A8AC56E8E-SQTS,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-SQTS-02-01-RISK,短QT间期综合征确诊或高度疑似后，应结合冠心病、器质性心脏病、家族猝死史、左心室射血分数降低、心力衰竭等进行风险分层和高危因素识别。,DIS-CARD-ARR-SQTS,短QT间期综合征,RF-CARD-5CED5B5BB8F2,冠心病,recommends_action,EVD-A215F735B3016E6E5D52-SQTS,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-SQTS-03-01-TREAT,短QT间期综合征治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、短QT间期综合征治疗方案、埋藏式心脏转复除颤器。,DIS-CARD-ARR-SQTS,短QT间期综合征,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-FF93ED940C3A8AC56E8E-SQTS,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-SQTS-04-01-FOLLOW,短QT间期综合征稳定期或治疗后，应按短QT间期综合征随访方案、短QT间期综合征预后与猝死风险进行随访和复评。,DIS-CARD-ARR-SQTS,短QT间期综合征,FU-CARD-29E417517387,短QT间期综合征随访方案,recommends_action,EVD-A215F735B3016E6E5D52-SQTS,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,疑似尖端扭转型室性心动过速时，应结合尖端扭转型室性心动过速诊断标准、动态心电图、基因检测、心电图、心脏磁共振成像等进行诊断确认和必要鉴别。,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,DXC-CARD-REQ-187786BCF29C,尖端扭转型室性心动过速诊断标准,recommends_action,EVD-19E42D2881212255B14C-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-TDP-02-01-RISK,尖端扭转型室性心动过速确诊或高度疑似后，应结合尖端扭转型室性心动过速风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,RISK-CARD-B282969A0E50,尖端扭转型室性心动过速风险分层,recommends_action,EVD-TB-05843C8237A69A062548-TDP,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-TDP-03-01-TREAT,尖端扭转型室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、尖端扭转型室性心动过速治疗方案、β受体阻滞剂、利多卡因等。,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-F7D22146EC15D12F1886-TDP,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-TDP-04-01-FOLLOW,尖端扭转型室性心动过速稳定期或治疗后，应按尖端扭转型室性心动过速随访方案、尖端扭转型室性心动过速预后进行随访和复评。,DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,FU-CARD-1F8B40D282BA,尖端扭转型室性心动过速随访方案,recommends_action,EVD-F7D22146EC15D12F1886-TDP,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VA-01-01-DIAG,疑似室性心律失常时，应结合室性心律失常诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,DIS-CARD-ARR-VA,室性心律失常,DXC-CARD-REQ-206010AB3275,室性心律失常诊断标准,recommends_action,EVD-54314853F362AB126BA8-VA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VA-02-01-RISK,室性心律失常确诊或高度疑似后，应结合室性心律失常风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,DIS-CARD-ARR-VA,室性心律失常,RISK-CARD-ED4558D6EFFC,室性心律失常风险分层,recommends_action,EVD-126C962B1D9442E4C657-VA,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VA-03-01-TREAT,室性心律失常治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、室性心律失常治疗方案、射频消融治疗、β受体阻滞剂、利多卡因等。,DIS-CARD-ARR-VA,室性心律失常,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-B49DBC0D5E5880A20E3A-VA,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VA-04-01-FOLLOW,室性心律失常稳定期或治疗后，应按室性心律失常随访方案、室性心律失常预后进行随访和复评。,DIS-CARD-ARR-VA,室性心律失常,FU-CARD-560244BBE36C,室性心律失常随访方案,recommends_action,EVD-TB-529E398EB043DF2365D9-VA,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VF-01-01-DIAG,疑似心室扑动与心室颤动时，应结合心室扑动与心室颤动诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,DIS-CARD-ARR-VF,心室扑动与心室颤动,DXC-CARD-8ACA8BC65FBE,心室扑动与心室颤动诊断标准,recommends_action,EVD-308FEE043A398A00ED9C-VF,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VF-02-01-RISK,心室扑动与心室颤动确诊或高度疑似后，应结合心室扑动与心室颤动风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,DIS-CARD-ARR-VF,心室扑动与心室颤动,RISK-CARD-101DF0D8A1E8,心室扑动与心室颤动风险分层,recommends_action,EVD-FF93ED940C3A8AC56E8E-VF,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VF-03-01-TREAT,心室扑动与心室颤动治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、心室扑动与心室颤动治疗方案、β受体阻滞剂、利多卡因等。,DIS-CARD-ARR-VF,心室扑动与心室颤动,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-FF93ED940C3A8AC56E8E-VF,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VF-04-01-FOLLOW,心室扑动与心室颤动稳定期或治疗后，应按心室扑动与心室颤动随访方案、心室扑动与心室颤动预后进行随访和复评。,DIS-CARD-ARR-VF,心室扑动与心室颤动,FU-CARD-615F1DEDC4A6,心室扑动与心室颤动随访方案,recommends_action,EVD-308FEE043A398A00ED9C-VF,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VT-01-01-DIAG,疑似持续性室性心动过速时，应结合持续性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,DIS-CARD-ARR-VT,持续性室性心动过速,DXC-CARD-AA6BAD3066A3,持续性室性心动过速诊断标准,recommends_action,EVD-22F1D1DDC36B0B600F0B-VT,SRC-DOC-4DE9ED834C741715,ESC指南：室性心律失常患者的管理和心源性猝死的预防 2022.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VT-02-01-RISK,持续性室性心动过速确诊或高度疑似后，应结合持续性室性心动过速风险分层、低钾血症、低镁血症、冠心病、器质性心脏病等进行风险分层和高危因素识别。,DIS-CARD-ARR-VT,持续性室性心动过速,RISK-CARD-D8E501796019,持续性室性心动过速风险分层,recommends_action,EVD-FF93ED940C3A8AC56E8E-VT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VT-03-01-TREAT,持续性室性心动过速治疗应根据病情严重程度、禁忌证和患者特征选择ICD治疗、射频消融治疗、抗心律失常药物治疗、β受体阻滞剂、利多卡因等。,DIS-CARD-ARR-VT,持续性室性心动过速,PLAN-CARD-946BE3CB675F,ICD治疗,recommends_action,EVD-FF93ED940C3A8AC56E8E-VT,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-VASCD-ARR-VT-04-01-FOLLOW,持续性室性心动过速稳定期或治疗后，应按持续性室性心动过速随访方案、持续性室性心动过速预后进行随访和复评。,DIS-CARD-ARR-VT,持续性室性心动过速,FU-CARD-05832BEF02A2,持续性室性心动过速随访方案,recommends_action,EVD-TB-529E398EB043DF2365D9-VT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB-01-01-DIAG,疑似房室传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查、阿托品试验进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVB,房室传导阻滞,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-59BBC049DE8062FEFBC6-AVB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB-02-01-RISK,房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-AVB,房室传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-EAC3C82FAC5433C6ED45-AVB,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择房室传导阻滞治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏。,DIS-CARD-ARR-AVB,房室传导阻滞,PLAN-CARD-4902C4C10300,房室传导阻滞治疗方案,recommends_action,EVD-264A63760AAF3E2F73C4-AVB,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,房室传导阻滞稳定期或治疗后，应按房室传导阻滞随访方案、房室传导阻滞预后进行随访和复评。,DIS-CARD-ARR-AVB,房室传导阻滞,FU-CARD-51FF2D5376B7,房室传导阻滞随访方案,recommends_action,EVD-FFE9F335E136617AA0C1-AVB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,疑似一度房室传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVB1,一度房室传导阻滞,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-FEE06C9B5E496E4E59E4-AVB1,SRC-DOC-7EABAF0372E7ED03,中国床旁临时心脏起搏急诊专家共识（2023）.pdf,Ⅱa,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-AVB1,一度房室传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-4F812B7FA1A350653315-AVB1,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,Ⅱa,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择一度房室传导阻滞治疗方案。,DIS-CARD-ARR-AVB1,一度房室传导阻滞,PLAN-CARD-85C17399C1E4,一度房室传导阻滞治疗方案,recommends_action,EVD-4F812B7FA1A350653315-AVB1,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅱa,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞稳定期或治疗后，应按一度房室传导阻滞随访方案、进展为高度传导阻滞或需起搏风险进行随访和复评。,DIS-CARD-ARR-AVB1,一度房室传导阻滞,FU-CARD-D5CB12D1F799,一度房室传导阻滞随访方案,recommends_action,EVD-FEE06C9B5E496E4E59E4-AVB1,SRC-DOC-7EABAF0372E7ED03,中国床旁临时心脏起搏急诊专家共识（2023）.pdf,Ⅱa,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,疑似二度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图及长程心电监测进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVB2,二度房室传导阻滞,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-626C8CFB84C4137A3EA5-AVB2,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,二度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-AVB2,二度房室传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-FBCDCAA38A6F081DFE09-AVB2,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择二度房室传导阻滞治疗方案。,DIS-CARD-ARR-AVB2,二度房室传导阻滞,PLAN-CARD-1A90D3A039E7,二度房室传导阻滞治疗方案,recommends_action,EVD-626C8CFB84C4137A3EA5-AVB2,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,二度房室传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,DIS-CARD-ARR-AVB2,二度房室传导阻滞,FU-CARD-51CB4B9C3711,心电监测和起搏器随访,recommends_action,EVD-626C8CFB84C4137A3EA5-AVB2,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,疑似三度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图、电生理检查进行诊断确认和必要鉴别。,DIS-CARD-ARR-AVB3,三度房室传导阻滞,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-EAC3C82FAC5433C6ED45-AVB3,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,三度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-AVB3,三度房室传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-8B983529A31A94FDB7CE-AVB3,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,三度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择三度房室传导阻滞治疗方案、阿托品。,DIS-CARD-ARR-AVB3,三度房室传导阻滞,PLAN-CARD-B5595FF75DE4,三度房室传导阻滞治疗方案,recommends_action,EVD-8B983529A31A94FDB7CE-AVB3,SRC-DOC-7EABAF0372E7ED03,中国床旁临时心脏起搏急诊专家共识（2023）.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,三度房室传导阻滞稳定期或治疗后，应按三度房室传导阻滞随访方案、三度房室传导阻滞预后进行随访和复评。,DIS-CARD-ARR-AVB3,三度房室传导阻滞,FU-CARD-1A92E2BC64AE,三度房室传导阻滞随访方案,recommends_action,EVD-8B983529A31A94FDB7CE-AVB3,SRC-DOC-7EABAF0372E7ED03,中国床旁临时心脏起搏急诊专家共识（2023）.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,疑似束支传导阻滞时，应结合束支传导阻滞诊断标准、心电图、电生理检查进行诊断确认和必要鉴别。,DIS-CARD-ARR-BBB,束支传导阻滞,DXC-CARD-464F39D5B91C,束支传导阻滞诊断标准,recommends_action,EVD-1B71353C7B850F1F4A8A-BBB,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,束支传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-BBB,束支传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-FFB150BDDB1F8DC6E833-BBB,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,束支传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择束支传导阻滞治疗方案。,DIS-CARD-ARR-BBB,束支传导阻滞,PLAN-CARD-00B9C7D70BD9,束支传导阻滞治疗方案,recommends_action,EVD-C4FCAEF25BED9DBA1230-BBB,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,束支传导阻滞稳定期或治疗后，应按束支传导阻滞随访方案、束支传导阻滞预后进行随访和复评。,DIS-CARD-ARR-BBB,束支传导阻滞,FU-CARD-AB65B96C0E3E,束支传导阻滞随访方案,recommends_action,EVD-1B71353C7B850F1F4A8A-BBB,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,疑似缓慢性心律失常时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,DIS-CARD-ARR-BRADY,缓慢性心律失常,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-9EFBB3D3B99F10E5C82A-BRADY,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,缓慢性心律失常确诊或高度疑似后，应结合缓慢性心律失常风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-BRADY,缓慢性心律失常,RISK-CARD-9E103A515A5B,缓慢性心律失常风险分层,recommends_action,EVD-8B983529A31A94FDB7CE-BRADY,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,缓慢性心律失常治疗应根据病情严重程度、禁忌证和患者特征选择缓慢性心律失常治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,DIS-CARD-ARR-BRADY,缓慢性心律失常,PLAN-CARD-D48B04D85208,缓慢性心律失常治疗方案,recommends_action,EVD-8B983529A31A94FDB7CE-BRADY,SRC-DOC-C0BB559FA2C8448A,《内科学（第10版）》.pdf,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,缓慢性心律失常稳定期或治疗后，应按缓慢性心律失常随访方案、缓慢性心律失常预后进行随访和复评。,DIS-CARD-ARR-BRADY,缓慢性心律失常,FU-CARD-08F38C951B27,缓慢性心律失常随访方案,recommends_action,EVD-8B983529A31A94FDB7CE-BRADY,SRC-DOC-6E44027E23077E48,内科学(第8版).docx,Ⅰ,B,
心律失常,REC-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,疑似窦房传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图进行诊断确认和必要鉴别。,DIS-CARD-ARR-SAB,窦房传导阻滞,DX-CARD-5F28B989F353,心电图传导阻滞诊断依据,recommends_action,EVD-10671EDDA814284DEA8C-SAB,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
心律失常,REC-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,窦房传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,DIS-CARD-ARR-SAB,窦房传导阻滞,COMP-CARD-09909DBE960B,血流动力学不稳定和心脏停搏风险,recommends_action,EVD-213FB6451C1E4AFE4B36-SAB,SRC-DOC-CF62B75AEC93F1A6,《内科学（第10版）》.docx,未分级/指南未显式标注,未分级/指南未显式标注,
