疾病编码,疾病名称,推荐编码,推荐名称,动作名称,动作类型,主证据编码,主指南编码,主来源,页码,推荐等级,证据等级,冲突状态,裁决理由,裁决文本,链路缺口
DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,REC-CDSS-HF-HF-HFrEF-04-01-FOLLOW,射血分数降低的心力衰竭稳定期或治疗后，应按射血分数降低的心力衰竭随访方案、心力衰竭随访方案、射血分数降低的心力衰竭预后进行随访和复评。,心力衰竭随访方案；射血分数降低的心力衰竭随访方案,FollowUp,EVD-C05C3151F6F465AFA757-HFrEF,SRC-DOC-C440C68F7BD2DFFB,中国心力衰竭诊断和治疗指南2024.pdf,25,Ⅱb,B,none,,已沉淀到推荐节点,
DIS-CARD-HF-LEFT,左心衰竭,REC-CDSS-HF-HF-LEFT-01-01-DIAG,疑似左心衰竭时，应结合左心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,超声心动图；利钠肽,ExamItem；LabItem,EVD-B83AEF6B55FF13AFD780-LEFT,SRC-DOC-7198C13DB2740EAA,中国心力衰竭诊断和治疗指南2024.pdf,16,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-LEFT,左心衰竭,REC-CDSS-HF-HF-LEFT-02-01-RISK,左心衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-7A87CBBA45ED7AF2397D-LEFT,SRC-DOC-7198C13DB2740EAA,中国心力衰竭诊断和治疗指南2024.pdf,24,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-LEFT,左心衰竭,REC-CDSS-HF-HF-LEFT-04-01-FOLLOW,左心衰竭稳定期或治疗后，应按左心衰竭随访方案、心力衰竭随访方案、左心衰竭预后进行随访和复评。,心力衰竭随访方案；左心衰竭随访方案,FollowUp,EVD-B83AEF6B55FF13AFD780-LEFT,SRC-DOC-29490E0606CAC1D0,中国心力衰竭诊断和治疗指南2024.pdf,16,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,REC-CDSS-HF-HF-POST-MI-01-01-DIAG,疑似心肌梗死后心力衰竭时，应结合心力衰竭诊断标准、心肌梗死后心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-3FDB6CC0C7F13F87CD4B-MI,SRC-DOC-7476B9BFB2D92F3A,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,5,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,REC-CDSS-HF-HF-POST-MI-02-01-RISK,心肌梗死后心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-98F1F8383E6558161C56-HFpEF,SRC-DOC-E2AE11B44F6F744B,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,9,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,REC-CDSS-HF-HF-POST-MI-04-01-FOLLOW,心肌梗死后心力衰竭稳定期或治疗后，应按心力衰竭随访方案、心肌梗死后心力衰竭随访方案、心肌梗死后心力衰竭预后进行随访和复评。,心力衰竭随访方案；心肌梗死后心力衰竭随访方案,FollowUp,EVD-3461CF8721AE7EC69AFB-MI,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,10,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-RIGHT,右心衰竭,REC-CDSS-HF-HF-RIGHT-01-01-DIAG,疑似右心衰竭时，应结合右心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,超声心动图；利钠肽,ExamItem；LabItem,EVD-B83AEF6B55FF13AFD780-LEFT,SRC-DOC-29490E0606CAC1D0,中国心力衰竭诊断和治疗指南2024.pdf,29,Ⅱa,B,none,,已沉淀到推荐节点,
DIS-CARD-HF-RIGHT,右心衰竭,REC-CDSS-HF-HF-RIGHT-02-01-RISK,右心衰竭确诊或高度疑似后，应结合右心衰竭风险分层、利尿剂抵抗进行风险分层和高危因素识别。,右心衰竭风险分层,RiskStratification,EVD-A93B3E0C404C2A2D2FA5-RIGHT,SRC-DOC-29490E0606CAC1D0,中国心力衰竭诊断和治疗指南2024.pdf,18,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-RIGHT,右心衰竭,REC-CDSS-HF-HF-RIGHT-04-01-FOLLOW,右心衰竭稳定期或治疗后，应按右心衰竭随访方案、心力衰竭随访方案、右心衰竭预后进行随访和复评。,心力衰竭随访方案；右心衰竭随访方案,FollowUp,EVD-8829AE2BE5F168F0C259-RIGHT,SRC-DOC-7198C13DB2740EAA,中国心力衰竭诊断和治疗指南2024.pdf,22,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HT,,REC-HT-HT-DIAG-DXC-CARD-AA96D71FB917,高血压：高血压诊断标准推荐,高血压诊断标准,DiagnosisCriteria,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT,,REC-HT-HT-FU-FU-CARD-67AAA3B7D885,高血压：高血压随访方案推荐,高血压随访方案,FollowUp,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-DB0F66F2BB43C682,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-CKD,,REC-HT-CKD-DIAG-DXC-CKD,慢性肾脏病合并高血压：CKD合并高血压诊断标准推荐,CKD合并高血压诊断标准,DiagnosisCriteria,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-CKD,,REC-HT-CKD-FU-FU-CKD-BP-RENAL,慢性肾脏病合并高血压：CKD高血压血压和肾功能随访推荐,CKD高血压血压和肾功能随访,FollowUp,EVD-A88C4F456FAF11892EC6-CKD,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-ELDERLY,,REC-HT-ELDERLY-DIAG-DXC-ELDERLY,老年高血压：老年高血压诊断标准推荐,老年高血压诊断标准,DiagnosisCriteria,EVD-55D105F697904AE83838-ELDERLY,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-ELDERLY,,REC-HT-ELDERLY-FU-FU-CARD-A15AFD3EECB9,老年高血压：老年高血压随访方案推荐,老年高血压随访方案,FollowUp,EVD-55D105F697904AE83838-ELDERLY,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-EMERGENCY,,REC-HT-EMERGENCY-DIAG-DXC-EMERGENCY,高血压急症：高血压急症诊断标准推荐,高血压急症诊断标准,DiagnosisCriteria,EVD-5B44A97D405F06F81886-EMERGENCY,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-EMERGENCY,,REC-HT-EMERGENCY-FU-FU-CARD-5C2A91913A3B,高血压急症：高血压急症随访方案推荐,高血压急症随访方案,FollowUp,EVD-5B44A97D405F06F81886-EMERGENCY,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-ENDOCRINE,,REC-HT-ENDOCRINE-DIAG-DXC-CARD-71E8C657623B,内分泌性高血压：内分泌性高血压诊断标准推荐,内分泌性高血压诊断标准,DiagnosisCriteria,EVD-3F12816A44E155A83816-ENDOCRINE,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-ENDOCRINE,,REC-HT-ENDOCRINE-FU-FU-CARD-FD508C0F17A1,内分泌性高血压：内分泌性高血压随访方案推荐,内分泌性高血压随访方案,FollowUp,EVD-3F12816A44E155A83816-ENDOCRINE,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-MASKED,,REC-HT-MASKED-DIAG-DXC-MASKED,隐匿性高血压：隐匿性高血压诊断标准推荐,隐匿性高血压诊断标准,DiagnosisCriteria,EVD-4B3F5EB920C53E1A1117-MASKED,SRC-DOC-139FEAE78F9A08EE,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-MASKED,,REC-HT-MASKED-FU-FU-CARD-3DAA53000684,隐匿性高血压：隐匿性高血压随访方案推荐,隐匿性高血压随访方案,FollowUp,EVD-4B3F5EB920C53E1A1117-MASKED,SRC-DOC-97ABB3DBC0C7F58D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PA,,REC-HT-PA-DIAG-DXC-CARD-56EBD83589B6,原发性醛固酮增多症：原发性醛固酮增多症诊断标准推荐,原发性醛固酮增多症诊断标准,DiagnosisCriteria,EVD-C654C566F263D893CF24-PA,SRC-DOC-B35F3B296E91D957,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PA,,REC-HT-PA-FU-FU-CARD-4431A1FE6C73,原发性醛固酮增多症：原发性醛固酮增多症随访方案推荐,原发性醛固酮增多症随访方案,FollowUp,EVD-C654C566F263D893CF24-PA,SRC-DOC-B35F3B296E91D957,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PAROXYSMAL,,REC-HT-PAROXYSMAL-DIAG-DXC-PAROXYSMAL,发作性高血压：发作性高血压诊断标准推荐,发作性高血压诊断标准,DiagnosisCriteria,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PAROXYSMAL,,REC-HT-PAROXYSMAL-FU-FU-CARD-9EF08F23CBE3,发作性高血压：发作性高血压随访方案推荐,发作性高血压随访方案,FollowUp,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PAROXYSMAL,,REC-HT-PAROXYSMAL-TX-PLAN-PAROXYSMAL-CAUSE-BA,发作性高血压：发作性高血压诱因处理和病因导向治疗推荐,发作性高血压诱因处理和病因导向治疗,Etiology,EVD-8F9D2442660282BC413A-PAROXYSMAL,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PRIMARY,,REC-HT-PRIMARY-DIAG-DXC-CARD-317486966B34,原发性高血压：原发性高血压诊断标准推荐,原发性高血压诊断标准,DiagnosisCriteria,EVD-C654C566F263D893CF24-PA,SRC-DOC-08531D2049613F2D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-PRIMARY,,REC-HT-PRIMARY-FU-FU-CARD-D42E1520B05E,原发性高血压：原发性高血压随访方案推荐,原发性高血压随访方案,FollowUp,EVD-C654C566F263D893CF24-PA,SRC-DOC-08531D2049613F2D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RENAL-PARENCHYMAL,,REC-HT-RENAL-PARENCHYMAL-DIAG-DXC-RENAL-PARENCHYMAL,肾实质性高血压：肾实质性高血压诊断标准推荐,肾实质性高血压诊断标准,DiagnosisCriteria,EVD-CCDB5C17583C3B81129F-PARENCHYMAL,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RENAL-PARENCHYMAL,,REC-HT-RENAL-PARENCHYMAL-FU-FU-CARD-5B0D8BB5818D,肾实质性高血压：肾实质性高血压随访方案推荐,肾实质性高血压随访方案,FollowUp,EVD-CCDB5C17583C3B81129F-PARENCHYMAL,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RENOVASCULAR,,REC-HT-RENOVASCULAR-DIAG-DXC-RENOVASCULAR,肾血管性高血压：肾血管性高血压诊断标准推荐,肾血管性高血压诊断标准,DiagnosisCriteria,EVD-AFF9D4BC9FDD0477BEE4-RENOVASCULAR,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RENOVASCULAR,,REC-HT-RENOVASCULAR-FU-FU-CARD-B14257BE5587,肾血管性高血压：肾血管性高血压随访方案推荐,肾血管性高血压随访方案,FollowUp,EVD-AFF9D4BC9FDD0477BEE4-RENOVASCULAR,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RESISTANT,,REC-HT-RESISTANT-DIAG-DXC-CARD-ACE197340A13,难治性高血压：难治性高血压诊断标准推荐,难治性高血压诊断标准,DiagnosisCriteria,EVD-823179F4FBF21E7669A8-RESISTANT,SRC-DOC-7F8628B87DE65D12,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-RESISTANT,,REC-HT-RESISTANT-FU-FU-CARD-162ACB3C6AA9,难治性高血压：难治性高血压随访方案推荐,难治性高血压随访方案,FollowUp,EVD-823179F4FBF21E7669A8-RESISTANT,SRC-DOC-7F8628B87DE65D12,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-SECONDARY,,REC-HT-SECONDARY-DIAG-DXC-CARD-E024FB14B96D,继发性高血压：继发性高血压诊断标准推荐,继发性高血压诊断标准,DiagnosisCriteria,EVD-C654C566F263D893CF24-PA,SRC-DOC-139FEAE78F9A08EE,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-SECONDARY,,REC-HT-SECONDARY-FU-FU-CARD-4B8BCE62B705,继发性高血压：继发性高血压随访方案推荐,继发性高血压随访方案,FollowUp,EVD-C654C566F263D893CF24-PA,SRC-DOC-08531D2049613F2D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-URGENCY,,REC-HT-URGENCY-DIAG-DXC-URGENCY,高血压亚急症：高血压亚急症诊断标准推荐,高血压亚急症诊断标准,DiagnosisCriteria,EVD-C5F4AC21B117738DF204-URGENCY,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-URGENCY,,REC-HT-URGENCY-FU-FU-CARD-FE4A3D41DF0A,高血压亚急症：高血压亚急症随访方案推荐,高血压亚急症随访方案,FollowUp,EVD-C5F4AC21B117738DF204-URGENCY,SRC-DOC-6EF25C3E0A7B456D,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-WCH,,REC-HT-WCH-DIAG-DXC-WCH,白大衣高血压：白大衣高血压诊断标准推荐,白大衣高血压诊断标准,DiagnosisCriteria,EVD-776F28B4C885F14E4B7A-WCH,SRC-DOC-F6A187686C199FF1,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-HT-WCH,,REC-HT-WCH-FU-FU-CARD-4A5605647CA9,白大衣高血压：白大衣高血压随访方案推荐,白大衣高血压随访方案,FollowUp,EVD-776F28B4C885F14E4B7A-WCH,SRC-DOC-0354EAC6824A1FD4,,,未分级推荐,专家共识/教材证据,none,,已沉淀到推荐节点,
DIS-CARD-SCD-ARREST,心脏骤停,REC-CDSS-VASCD-SCD-ARREST-01-01-DIAG,疑似心脏骤停时，应结合心脏骤停诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,心肌损伤标志物；肾功能与电解质；基因检测；心电图；动态心电图；冠状动脉造影,LabItem；ExamItem,EVD-A41D5F17B34CAE07E13C-CPVT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,9,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-SCD-ARREST,心脏骤停,REC-CDSS-VASCD-SCD-ARREST-04-01-FOLLOW,心脏骤停稳定期或治疗后，应按心脏骤停随访方案、心脏骤停预后进行随访和复评。,心脏骤停随访方案,FollowUp,EVD-A215F735B3016E6E5D52-SQTS,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,16,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-SCD-SUDDEN,心脏性猝死,REC-CDSS-VASCD-SCD-SUDDEN-01-01-DIAG,疑似心脏性猝死时，应结合心脏性猝死诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,心肌损伤标志物；肾功能与电解质；动态心电图；心电图；基因检测；冠状动脉造影,LabItem；ExamItem,EVD-22F1D1DDC36B0B600F0B-NSVT,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,4,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-SCD-SUDDEN,心脏性猝死,REC-CDSS-VASCD-SCD-SUDDEN-04-01-FOLLOW,心脏性猝死稳定期或治疗后，应按心脏性猝死随访方案、心脏性猝死预后进行随访和复评。,心脏性猝死随访方案,FollowUp,EVD-9C098C7E7DD357B920F1-SUDDEN,SRC-DOC-00005AB23BE6D130,室性心律失常中国专家共识基层版.pdf,1,未分级/共识意见,未分级/共识证据,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
