状态,路径,分组,大小KB,建议动作,原因
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/semantic_shell_node_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.11,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/source_conflict_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.26,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/source_conflict_resolution_plan.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.26,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/target_match_failure_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.15,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/technical_display_name_error_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.81,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/06_quality_audit/treatment_plan_actionability_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.11,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_别名不足_133857/07_review_package/专家审核说明.md,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.56,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/G0_startup_gate_checklist.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.34,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/G0_startup_gate_result.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.46,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/batch_config.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,1.18,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/batch_config.yaml,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,2.25,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/controlled_vocabulary.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.4,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/00_scope_and_config/scope_taxonomy.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.35,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/01_source_manifest/dedup_index.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.08,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/01_source_manifest/source_documents_manifest.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,1.24,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/01_source_manifest/source_folder_summary.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.27,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/02_page_audit/document_quality_audit.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.38,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/02_page_audit/pdf_parse_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.21,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/04_evidence_and_extraction/alias_normalization_log.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.09,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/04_evidence_and_extraction/graph_extraction_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.27,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/04_evidence_and_extraction/guideline_evidence_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.17,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/cdss_recommendation_readiness_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/disease_pathway_coverage.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/evidence_duplicate_key_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.13,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/evidence_missing_key_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/evidence_non_shared_code_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/evidence_wrong_shared_code_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.14,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/medication_alias_instance_gap_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.08,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/medication_class_specific_gap_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.05,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/medication_name_error_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.04,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/missing_reason_and_solution.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.09,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/pathway_applicability_profile_errors.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.06,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/polarity_audit.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.1,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/quality_gate_summary.json,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,1.72,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/schema_gap_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.07,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/semantic_shell_node_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.11,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/source_conflict_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.26,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/source_conflict_resolution_plan.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.26,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/target_match_failure_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.15,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/technical_display_name_error_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.81,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/06_quality_audit/treatment_plan_actionability_register.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.11,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/20260717_高血压LVAD补充解析_编码不足_135035/07_review_package/专家审核说明.md,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.56,保留本地不提交,半执行回滚备份，文件多且不应进入Git主线
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_冠心病ACS2025补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_心律失常指南补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_心肌病ESC2023补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_心衰LVAD右心衰补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_瓣膜病指南补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_结构性先心病介入补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/99_半执行目录备份_20260717_回滚用/过时G0阻断文件/20260717_高血压LVAD补充解析_G0_startup_gate_blockers.csv,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,0.12,删除候选,过时G0阻断文件，已被后续补充批次和审计结果替代
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/执行_未解析PDF病种启动池_G0与PDF解析_20260717.py,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,17.92,建议提交,未解析PDF病种启动池的计划、审计和配置，需保留决策依据
??,项目管理中心_project_management/130_未解析PDF病种启动池_20260717/执行_补充批次证据抽取与本地审计_20260717.py,项目管理中心_project_management/130_未解析PDF病种启动池_20260717,5.9,建议提交,未解析PDF病种启动池的计划、审计和配置，需保留决策依据
??,项目管理中心_project_management/131_任务交接_20260717/00_任务交接_20260717.md,项目管理中心_project_management/131_任务交接_20260717,6.42,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/132_补充证据合并入库_20260717/00_7个补充证据合并包_summary.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.6,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_冠心病ACS2025补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,0.94,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_冠心病ACS2025补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_冠心病ACS2025补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,1181.81,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_冠心病ACS2025补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,2928.0,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心律失常指南补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,1.36,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心律失常指南补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心律失常指南补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,3567.54,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心律失常指南补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,5746.0,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心肌病ESC2023补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,0.97,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心肌病ESC2023补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心肌病ESC2023补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,2182.32,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心肌病ESC2023补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,4640.7,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心衰LVAD右心衰补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,0.84,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心衰LVAD右心衰补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心衰LVAD右心衰补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,257.54,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_心衰LVAD右心衰补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,365.39,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_瓣膜病指南补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,1.06,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_瓣膜病指南补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_瓣膜病指南补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,5092.27,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_瓣膜病指南补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,9397.24,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_结构性先心病介入补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,1.35,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_结构性先心病介入补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_结构性先心病介入补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,336.44,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_结构性先心病介入补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,1120.85,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_高血压LVAD补充解析/local_audit.json,项目管理中心_project_management/132_补充证据合并入库_20260717,0.9,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_高血压LVAD补充解析/local_audit_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_高血压LVAD补充解析/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,101.42,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/01_单批次补充证据合并包/20260717_高血压LVAD补充解析/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,114.88,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/02_全量补充证据合并包/nodes_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,12699.04,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/02_全量补充证据合并包/relations_merge_delta.jsonl,项目管理中心_project_management/132_补充证据合并入库_20260717,24309.0,保留本地不提交,合并入库大体积delta，服务器已入库；Git只保留报告和审计摘要更合适
??,项目管理中心_project_management/132_补充证据合并入库_20260717/03_本地审计/local_audit_global.json,项目管理中心_project_management/132_补充证据合并入库_20260717,1.5,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/03_本地审计/local_audit_global_issues.csv,项目管理中心_project_management/132_补充证据合并入库_20260717,0.03,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/04_入库结果_import_result.json,项目管理中心_project_management/132_补充证据合并入库_20260717,0.37,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/05_服务器复核_server_verify.json,项目管理中心_project_management/132_补充证据合并入库_20260717,3.66,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/06_prepare_result.json,项目管理中心_project_management/132_补充证据合并入库_20260717,2.44,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/07_执行报告.md,项目管理中心_project_management/132_补充证据合并入库_20260717,1.51,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/132_补充证据合并入库_20260717/执行_7个补充证据合并包_审计_入库_复核_20260717.py,项目管理中心_project_management/132_补充证据合并入库_20260717,32.0,建议提交,补充证据合并入库的审计、结果和报告，需要追溯
??,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717/已解析PDF补充证据使用效果检查报告_20260717.md,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717,4.2,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717/执行_补充证据使用效果检查_20260717.py,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717,17.7,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717/疾病可达证据Top清单_20260717.csv,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717,2.14,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717/证据使用效果检查结果_20260717.csv,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717,1.47,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717/证据使用效果检查结果_20260717.json,项目管理中心_project_management/133_已解析PDF证据使用效果检查_20260717,10.65,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/134_推荐来源裁决层落地_20260717/00_模板表/指南台账模板.csv,项目管理中心_project_management/134_推荐来源裁决层落地_20260717,0.8,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/134_推荐来源裁决层落地_20260717/00_模板表/推荐候选表模板.csv,项目管理中心_project_management/134_推荐来源裁决层落地_20260717,1.23,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
??,项目管理中心_project_management/134_推荐来源裁决层落地_20260717/00_模板表/推荐来源裁决表模板.csv,项目管理中心_project_management/134_推荐来源裁决层落地_20260717,1.04,建议提交,项目管理阶段报告/审计/脚本，属于可追溯里程碑
