issue_scope,source_disease_name,target_subject_name,slot,mapping_status,mapping_type,total_rows,mergeable_rows,blocked_rows,strong_rows,medium_rows,noise_rows,unique_entity_count,sample_entities,sample_evidence,decision_counts
历史候选池归并风险，不作为当前骨架缺陷,动脉导管未闭,,follow_up_prognosis,暂不采用,no_candidate,3,0,3,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,原发性醛固酮增多症,,diagnosis_differential,暂不采用,no_candidate,3,0,3,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,原发性高血压,原发性高血压,complication,可自动采用,exact,11,8,3,4,4,0,5,心力衰竭；脑卒中；心力衰竭；脑卒中；出血；出血；脑卒中；心律失常,（一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 2 || （一）目的与原则 原发性高血压目前尚无根治方法。临床证据表明收缩压下降 10～20mmHg或舒张压下降 5～6mmHg，3～5 年内脑卒中、冠心病与心脑血管疾病死亡率事件分别减少 38%、16%与 2 || 应控制在＜180/110mmHg。急性脑出血的降压治疗：收缩压＞220mmHg 时，应积极使用静脉降压药物降低血压。病人收缩压＞180mmHg 时，可使用静脉降压药物控制血压，160/90mmHg 可,"{""可进入抽样复核后归并"": 8, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,嗜铬细胞瘤和副神经节瘤,,complication,暂不采用,no_candidate,3,0,3,1,1,0,3,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,多瓣膜病,多瓣膜病,complication,可自动采用,exact,3,0,3,0,0,0,2,,,"{""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,多瓣膜病,多瓣膜病,treatment,可自动采用,exact,5,2,3,1,1,0,4,药物治疗；瓣膜置换术,（2）经导管二尖瓣介入治疗：二尖瓣介入技术是近年来迅猛发展的新技术，旨在针对外科手术高危病人改善重度 MR。主要有经导管二尖瓣缘对缘修复术（transcatheter edge-to-edge rep || 【诊断及治疗】 诊断多瓣膜病必须仔细，超声心动图对诊断及评价心功能具有重要价值，必要时可行左心及右心导管术，以仔细评估瓣膜功能。多瓣膜病内科治疗同单瓣膜损害者，手术治疗为主要措施。双瓣膜置换术较单瓣膜,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,室间隔缺损,,follow_up_prognosis,暂不采用,no_candidate,3,0,3,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,心包积液及心脏压塞,心包积液及心脏压塞,follow_up_prognosis,可自动采用,exact,10,7,3,0,7,0,3,预后良好；预后良好；预后不良；预后良好；预后不良；预后不良；预后不良,2. 心脏炎 为小儿风湿热的主要表现，年龄越小心脏受累的概率越高。以心肌炎、心内膜炎最多见，亦可发生心包炎，轻者无症状，严重者可导致心衰。心肌炎可导致心脏增大、心尖搏动弥散、与体温不成正比的心动过速及 || 【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。 || 【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。,"{""可进入抽样复核后归并"": 7, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,心房扑动,心房扑动,etiology_pathogenesis,可自动采用,exact,7,4,3,0,4,0,4,心肌缺血；心肌缺血；心肌缺血；炎症,禁忌证：①病态窦房结综合征、二度及以上房室传导阻滞病人；②心肌梗死急性期（ ＜24 小时），尤其是有进行性心肌缺血者；③预激综合征伴房颤或房扑；④肥厚型梗阻性心肌病。 || 【临床表现】 常表现为心悸、头晕、胸痛、憋气和乏力等，部分病人可能无任何症状。合并器质性心脏病的病人甚至可表现为晕厥、心肌缺血或肺水肿等。症状发作可呈短暂、间歇或持续发生。当房室传导比例发生变动时，听 || 普鲁卡因胺 （procainamide） 利多卡因 （lidocaine） 美西律 （mexiletine） 普罗帕酮 （propafenone） 雷诺嗪 （ranolazine） 用于预激综合征伴房,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,心血管神经症,心血管神经症,clinical_manifestation,可自动采用,exact,12,9,3,1,8,0,10,呼吸困难；胸闷；心动过速；呼吸困难；胸痛；心悸；头晕；出汗；高血压,2. 呼吸困难 胸闷，呼吸不畅，常感觉空气不够要打开窗户或要求吸氧。不少病人经常做深呼吸或叹息样呼吸动作来缓解症状，容易导致过度换气，引起呼吸性碱中毒，使症状加重。 || 2. 呼吸困难 胸闷，呼吸不畅，常感觉空气不够要打开窗户或要求吸氧。不少病人经常做深呼吸或叹息样呼吸动作来缓解症状，容易导致过度换气，引起呼吸性碱中毒，使症状加重。 || 与较多的症状不相适应的是，病人体格检查缺乏有重要病理意义的阳性体征。可发现心率增快，心音增强，可有短促收缩期杂音或期前收缩，血压轻度升高，腱反射较活跃。心脏相关辅助检查未见显著异常。心电图可示窦性心动,"{""可进入抽样复核后归并"": 9, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,急性心包炎,急性心包炎,clinical_manifestation,可自动采用,exact,26,23,3,14,9,0,12,休克；咳嗽；发热；心悸；出汗；休克；水肿；胸痛；呼吸困难；胸痛；乏力；咳嗽；发热；水肿；休克；胸痛；呼吸困难；胸痛；胸闷；晕厥,4. 急腹症 急性胰腺炎、消化性溃疡穿孔、急性胆囊炎、胆石症等，均有上腹部疼痛，还有可能伴休克。仔细询问病史、体格检查、心电图、血清心肌酶和肌钙蛋白测定可协助鉴别。 || 5. 急性心包炎 / 心肌炎 尤其是急性非特异性心包炎可有较剧烈而持久的心前区疼痛。但其疼痛与发热同时出现，呼吸和咳嗽时加重，早期即有心包摩擦音，后者和疼痛在心包腔出现渗液时均消失；全身症状一般不如 || 5. 急性心包炎 / 心肌炎 尤其是急性非特异性心包炎可有较剧烈而持久的心前区疼痛。但其疼痛与发热同时出现，呼吸和咳嗽时加重，早期即有心包摩擦音，后者和疼痛在心包腔出现渗液时均消失；全身症状一般不如,"{""可进入抽样复核后归并"": 23, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,急性心包炎,急性心包炎,etiology_pathogenesis,可自动采用,exact,5,2,3,1,1,0,3,心肌缺血；炎症,6. 嗜铬细胞瘤 由于儿茶酚胺的突然升高，病人一般会出现头痛、心悸和出汗，血压波动较大，收缩压达 200mmHg，血压升高后又出现急剧下降，可导致休克。儿茶酚胺大量释放可导致冠脉血管弥漫性收缩，可引起 || 【病理生理】 急性心包炎可为浆液性、纤维素性、出血性或化脓性。炎症反应的程度和性质取决于病因及机体的反应。心外膜下心肌表层也可受累。,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,急性心包炎,急性心包炎,risk_factor,可自动采用,exact,15,12,3,7,5,0,5,感染；肿瘤；感染；手术；肿瘤；感染；感染；感染；感染；长期卧床；肿瘤；糖尿病,心包疾病是由感染、肿瘤、代谢性疾病、结缔组织病、外伤、药物、放射等引起的心包病理性改变，常表现为心包炎、心包积液、缩窄性心包炎。心包炎按病程分为急性、亚急性、慢性及复发性，按病因分为感染性、非感染性。 || 心包疾病是由感染、肿瘤、代谢性疾病、结缔组织病、外伤、药物、放射等引起的心包病理性改变，常表现为心包炎、心包积液、缩窄性心包炎。心包炎按病程分为急性、亚急性、慢性及复发性，按病因分为感染性、非感染性。 || 【病因】 急性心包炎最常见病因为病毒感染，其他原因包括细菌感染、结缔组织病、肿瘤、尿毒症、急性心肌梗死后心包炎、主动脉夹层、胸壁外伤、心脏手术后、甲状腺功能减退等。有些病人经检查仍无法明确病因，称为特,"{""可进入抽样复核后归并"": 12, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,房性心动过速,房性心动过速,diagnosis_differential,可自动采用,exact,3,0,3,0,0,0,1,,,"{""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,扩张型心肌病,扩张型心肌病,follow_up_prognosis,可自动采用,exact,3,0,3,0,0,0,2,,,"{""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,早期复极综合征,,diagnosis_differential,暂不采用,no_candidate,3,0,3,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,窦性心律失常,窦性心律失常,clinical_manifestation,可自动采用,exact,7,4,3,0,4,0,4,晕厥；心动过速；低血压；心动过速,（八）直立倾斜试验（head-up tilt testing，HUT） 直立倾斜试验是评价自主神经功能的一种常用方法，通过改变病人体位，造成人体循环血量在重力作用下向下肢分布，引发人体神经介导反射活动 || （八）直立倾斜试验（head-up tilt testing，HUT） 直立倾斜试验是评价自主神经功能的一种常用方法，通过改变病人体位，造成人体循环血量在重力作用下向下肢分布，引发人体神经介导反射活动 || （八）直立倾斜试验（head-up tilt testing，HUT） 直立倾斜试验是评价自主神经功能的一种常用方法，通过改变病人体位，造成人体循环血量在重力作用下向下肢分布，引发人体神经介导反射活动,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,窦性心律失常,窦性心律失常,complication,可自动采用,exact,6,3,3,0,3,0,2,心律失常；心律失常；猝死,【心律失常分类】 心律失常按发生部位分为室上性（包括窦性、房性、房室交界性）和室性心律失常两大类；按发生机制分为冲动形成异常和冲动传导异常两大类；按发生时心率的快慢，分为快速型与缓慢型心律失常两大类。 || （九）基因检测 基因检测常用于反复发生恶性心律失常甚至猝死的幸存者，以及发病年龄较轻、具有家族遗传史且高度怀疑离子通道病的病人。离子通道病种类繁多，同一种离子通道的不同变异可有不同的临床表型，而同一种 || （九）基因检测 基因检测常用于反复发生恶性心律失常甚至猝死的幸存者，以及发病年龄较轻、具有家族遗传史且高度怀疑离子通道病的病人。离子通道病种类繁多，同一种离子通道的不同变异可有不同的临床表型，而同一种,"{""可进入抽样复核后归并"": 3, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,缺血性心肌病,缺血性心肌病,risk_factor,可自动采用,exact,8,5,3,0,5,0,4,创伤；手术；糖尿病；感染；感染,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 植入型心电监测仪是一种植入皮下的微型有创心电监测装置，植入手术简单、寿命可达 3 年、信号采集更精确，并具有远程监测功能，从而使心律失常的诊断和随访更为方便快捷。目前 ICM 主要用于明确反复发作的不 || 【预防】 对稳定型心绞痛除应用药物防止心绞痛再次发作外，还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑，以改善预后。ABCDE 方案指导二级预防有帮助：A. 抗血小板、抗心绞痛治疗和应用,"{""可进入抽样复核后归并"": 5, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,肾实质性高血压,,exam_lab,暂不采用,no_candidate,3,0,3,1,2,0,1,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,肾实质性高血压,,treatment,暂不采用,no_candidate,3,0,3,1,0,0,3,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,肾血管性高血压,,diagnosis_differential,暂不采用,no_candidate,3,0,3,0,0,0,1,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,非ST段抬高型心肌梗死,不稳定型心绞痛和非 ST 段抬高型心肌梗死,clinical_manifestation,可自动采用,manual_synonym_rule,20,17,3,0,17,0,10,呼吸困难；低血压；胸痛；呼吸困难；胸痛；心悸；出汗；胸痛；胸痛；胸痛；休克；呼吸困难；发绀；呼吸困难；晕厥；低血压；休克,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 少部分 UA 病人心绞痛发作有明显诱发因素：①心肌氧耗增加：感染、甲状腺功能亢进或心律失常；②冠脉血流减少：低血压；③血液携氧能力下降：贫血和低氧血症。以上情况称为继发性 UA （secondary || 【病因和发病机制】 UA/NSTEMI 病理机制主要为在不稳定粥样硬化斑块破裂、糜烂或侵蚀基础上血小板聚集、并发血栓形成、冠脉痉挛收缩、微血管栓塞，导致急性或亚急性心肌供氧减少和缺血加重。虽可因劳力负,"{""可进入抽样复核后归并"": 17, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,非ST段抬高型心肌梗死,不稳定型心绞痛和非 ST 段抬高型心肌梗死,diagnosis_differential,可自动采用,manual_synonym_rule,4,1,3,0,1,0,2,鉴别诊断,【诊断与鉴别诊断】 根据典型的心绞痛症状、缺血性 ECG 改变（新发或 一 过性 ST 段压低≥0.1mV 或 T 波倒置≥0.2mV）以及心肌损伤标志物测定，可初步作出 UA/NSTEMI 诊断。诊,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,非扩张型左心室心肌病,非扩张型左心室心肌病,diagnosis_differential,可自动采用,exact,5,2,3,0,2,0,2,鉴别诊断；诊断标准,【诊断与鉴别诊断】 || 1. 诊断标准 ①影像学无明显左室扩张但存在非缺血性左室瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；或无心肌瘢痕或脂肪替代的孤立性整体左室运动功能减退。②临床上可除外继发性、原发性和缺血性心肌病。,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,高血压急症和亚急症,,complication,暂不采用,no_candidate,3,0,3,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 3}"
历史候选池归并风险，不作为当前骨架缺陷,Brugada综合征,,etiology_pathogenesis,暂不采用,no_candidate,2,0,2,1,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,Brugada综合征,,treatment,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,diagnosis_differential,可自动采用,manual_synonym_rule,3,1,2,0,1,0,2,鉴别诊断,【诊断与鉴别诊断】 根据典型的心绞痛症状、缺血性 ECG 改变（新发或 一 过性 ST 段压低≥0.1mV 或 T 波倒置≥0.2mV）以及心肌损伤标志物测定，可初步作出 UA/NSTEMI 诊断。诊,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,三尖瓣下移畸形,,diagnosis_differential,暂不采用,no_candidate,2,0,2,0,0,0,1,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,下肢动脉硬化闭塞症,下肢动脉硬化闭塞症,clinical_manifestation,可自动采用,exact,3,1,2,0,1,0,1,高血压,医学思维模式由神灵主义变迁为今天的生物 - 心理 - 社会医学模式，历经了整体—局部—整体过程，尽管含义已有不同，但对人本和疾病的关注从没有停止。在许多国家，多种医学学说并行。比如我国，中医、西医并存,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,risk_factor,可自动采用,manual_synonym_rule,7,5,2,0,5,0,4,手术；感染；糖尿病；糖尿病；吸烟,（二）呼吸康复的适应证和禁忌证 大多数慢性呼吸系统疾病均可以从呼吸康复中获益，包括慢阻肺病、间质性肺疾病、支气管扩张、囊性纤维化、哮喘、肺动脉高压、呼吸衰竭等；呼吸康复在围手术期管理中也发挥重要的作用 || 少部分 UA 病人心绞痛发作有明显诱发因素：①心肌氧耗增加：感染、甲状腺功能亢进或心律失常；②冠脉血流减少：低血压；③血液携氧能力下降：贫血和低氧血症。以上情况称为继发性 UA （secondary || 1. 症状 UA 病人胸部不适的性质与典型稳定型心绞痛相似，但程度更重，持续时间更长，可达数十分钟，胸痛在休息时也可发生。有如下临床表现者有助于诊断 UA：诱发心绞痛的体力活动阈值突然或持久降低；心绞,"{""可进入抽样复核后归并"": 5, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉夹层,主动脉夹层,follow_up_prognosis,可自动采用,exact,4,2,2,0,2,0,3,预后良好；预后不良,【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。 || 【预后】 急性心包炎的预后取决于病因。特发性急性心包炎是一种自限性疾病，病程较短，部分病人无显著并发症，长期预后良好。如若并发于急性心肌梗死、恶性肿瘤或系统性红斑狼疮等，则预后不良。,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣反流,主动脉瓣反流,diagnosis_differential,可自动采用,exact,4,2,2,1,1,0,2,鉴别诊断；鉴别诊断,【诊断与鉴别诊断】 || 2. 鉴别诊断 主动脉瓣反流杂音于胸骨左缘明显时，应与 Graham-Steell 杂音鉴别。Austin-Flint杂音应与二尖瓣狭窄的心尖区舒张中晚期杂音鉴别：前者常紧随第三心音后，第一心音减弱；,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瘤,,follow_up_prognosis,暂不采用,no_candidate,2,0,2,0,1,0,1,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瘤,,treatment,暂不采用,no_candidate,2,0,2,0,2,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉窦瘤,,follow_up_prognosis,暂不采用,no_candidate,2,0,2,0,0,0,1,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉缩窄,,follow_up_prognosis,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉缩窄,,treatment,暂不采用,no_candidate,2,0,2,0,0,0,1,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,二叶主动脉瓣,,clinical_manifestation,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,二尖瓣反流,二尖瓣反流,follow_up_prognosis,可自动采用,exact,6,4,2,1,3,0,3,预后不良；定期随访；预后良好；预后良好,【预后】 二尖瓣狭窄出现症状，以及发生房颤、慢性心衰伴心脏扩大及有栓塞史者，预后不良。在未开展手术治疗的年代，本病 10 年存活率在无症状被确诊后的病人为 84%，症状轻者为 42%，中、重度者为 1 || 1. 一般治疗 在很长时间内可无症状，无需特殊治疗，主要是预防风湿热和感染性心内膜炎的发生，需定期随访。无症状、心功能正常的轻度 MR 不需要常规随访超声心动图；心功能正常的无症状中度 MR 病人，可 || 【预后】 由各种乳头肌、腱索及瓣叶异常造成的急性严重二尖瓣反流伴血流动力学不稳定者，如不及时手术干预，死亡率极高。慢性重度 MR 确诊后，内科治疗 5 年存活率 80%、10 年存活率 60%。单纯二,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,diagnosis_differential,暂不采用,no_candidate,2,0,2,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,etiology_pathogenesis,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,follow_up_prognosis,暂不采用,no_candidate,2,0,2,0,0,0,1,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,儿茶酚胺敏感性室性心动过速,,diagnosis_differential,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,先天性主动脉缩窄,,diagnosis_differential,暂不采用,no_candidate,2,0,2,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉痉挛,冠状动脉痉挛,exam_lab,可自动采用,exact,5,3,2,1,2,0,4,冠状动脉造影；心电图；电生理检查,（2）选择性冠状动脉造影：可记录冠状动脉全部血管及分支的走行、分布、解剖和功能异常（包括动脉粥样硬化、血栓、先天性异常或冠状动脉痉挛），同时可记录冠状动脉间和冠状动脉自身侧支循环情况，是诊断冠状动脉疾 || 3. 心脏电生理检查 心脏电生理检查是以记录标测心内心电图和应用各种特定的电脉冲刺激，借以诊断和研究心律失常的一种方法。对导管消融治疗心律失常更是必需的检查。 || 3. 心脏电生理检查 心脏电生理检查是以记录标测心内心电图和应用各种特定的电脉冲刺激，借以诊断和研究心律失常的一种方法。对导管消融治疗心律失常更是必需的检查。,"{""可进入抽样复核后归并"": 3, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉瘘,,treatment,暂不采用,no_candidate,2,0,2,0,1,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,classification_risk,可自动采用,normalized_equal,4,2,2,0,2,0,1,危险分层；危险分层,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 注：肿瘤治疗相关危险因素和病人相关危险因素中满足任意一项即可认定为相应危险分层。,"{""可进入抽样复核后归并"": 2, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,follow_up_prognosis,可自动采用,normalized_equal,3,1,2,0,1,0,2,预后良好,速和分支室速。右室流出道（right ventricular outflow tract，RVOT）室速是最常见的特发性室速，心电图特征包括心前区导联移行较晚（V3 或更晚）和 V1、V2 导联 R,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,原发性醛固酮增多症,,etiology_pathogenesis,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,多瓣膜病,多瓣膜病,clinical_manifestation,可自动采用,exact,2,0,2,0,0,0,1,,,"{""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,室性心动过速,室性心动过速,risk_factor,可自动采用,exact,31,29,2,1,28,0,8,创伤；手术；创伤；手术；吸烟；手术；家族史；家族史；手术；糖尿病；手术；手术；感染；手术；家族史；手术；家族史；手术；创伤；手术,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 植入型心电监测仪是一种植入皮下的微型有创心电监测装置，植入手术简单、寿命可达 3 年、信号采集更精确，并具有远程监测功能，从而使心律失常的诊断和随访更为方便快捷。目前 ICM 主要用于明确反复发作的不 || 4. 不明原因晕厥 经全面的病史询问、体格检查及无创伤性心脏检查仍未能明确晕厥病因者，可考虑行心腔内电生理检查。,"{""可进入抽样复核后归并"": 29, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心肌梗死后综合征,,complication,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心肌梗死后综合征,,exam_lab,暂不采用,no_candidate,2,0,2,0,2,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心肌梗死后综合征,,treatment,暂不采用,no_candidate,2,0,2,0,0,0,2,,,"{""阻断_无可靠骨架疾病映射"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心肌炎,心肌炎,follow_up_prognosis,可自动采用,exact,5,3,2,2,1,0,3,预后不良；预后良好；预后良好,【预后】 二尖瓣狭窄出现症状，以及发生房颤、慢性心衰伴心脏扩大及有栓塞史者，预后不良。在未开展手术治疗的年代，本病 10 年存活率在无症状被确诊后的病人为 84%，症状轻者为 42%，中、重度者为 1 || 2. 心脏炎 为小儿风湿热的主要表现，年龄越小心脏受累的概率越高。以心肌炎、心内膜炎最多见，亦可发生心包炎，轻者无症状，严重者可导致心衰。心肌炎可导致心脏增大、心尖搏动弥散、与体温不成正比的心动过速及 || 一级预防包括改善社会经济状况、改善居住环境、预防营养不良、开展体育锻炼增强体质、防寒防潮、积极预防上呼吸道感染、对儿童和青少年进行链球菌性咽喉炎和风湿热相关性的卫生宣教等；在定期进行高发和易感人群普查,"{""可进入抽样复核后归并"": 3, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心脏骤停,心脏骤停与心脏性猝死,etiology_pathogenesis,可自动采用,manual_synonym_rule,3,1,2,0,1,0,2,心肌缺血,扩张型心肌病（dilated cardiomyopathy，DCM）是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释。本病发病率为 0.13‰～0.84‰，预后,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,心脏骤停,心脏骤停与心脏性猝死,follow_up_prognosis,可自动采用,manual_synonym_rule,2,0,2,0,0,0,1,,,"{""阻断_证据文本不足"": 2}"
历史候选池归并风险，不作为当前骨架缺陷,急性心力衰竭,急性心力衰竭,risk_factor,可自动采用,exact,9,7,2,1,6,0,4,手术；糖尿病；肥胖；糖尿病；糖尿病；创伤；手术,导管消融的有效性和安全性已得到众多临床研究证实，与抗心律失常药物相比，在维持窦性心律方面优于药物治疗，并可显著降低房颤复发风险、改善病人的症状和生活质量。对于有症状的阵发性房颤，首选导管消融；有症状的 || 通过排钠，减少细胞外容量，降低外周血管阻力。降压起效较平稳、缓慢，持续时间相对较长。对单纯收缩期高血压、盐敏感性高血压、合并肥胖或糖尿病、合并心力衰竭和老年人高血压有较强降压效应。利尿剂可增强其他降压 || 通过排钠，减少细胞外容量，降低外周血管阻力。降压起效较平稳、缓慢，持续时间相对较长。对单纯收缩期高血压、盐敏感性高血压、合并肥胖或糖尿病、合并心力衰竭和老年人高血压有较强降压效应。利尿剂可增强其他降压,"{""可进入抽样复核后归并"": 7, ""阻断_证据文本不足"": 2}"
